HS_Code,Description,Exemption_List,Scope_Limitation
2922.49.80,"Non-aromatic esters of amino-acids, other than those containing more than one oxygen function, and salts thereof",both,Pharma
2922.50.07,"3,4-Diaminophenetole dihydrogen sulfate, 2-nitro-5- [(2,3-dihydroxy)propoxy]-N-methylaniline and other specified aromatic chemicals",both,Pharma
2922.50.10,"Specified aromatic amino-alcohol-phenols, amino- acid-phenols and other amino-compounds with oxygen function",both,Pharma
2922.50.11,Salts of d(-)-p-Hydroxyphenylglycine ((R)- α- Amino-4-hydroxybenzeneacetic acid),both,Pharma
2922.50.13,Isoetharine hydrochloride and other specified aromatic drugs of amino-compounds with oxygen function,both,Pharma
2922.50.14,Other aromatic cardiovascular drugs of amino- compounds with oxygen function,both,Pharma
2922.50.17,Aromatic dermatological agents and local anesthetics of amino-compounds with oxygen function,both,Pharma
2922.50.19,Aromatic guaiacol derivatives of amino-compounds with oxygen function,new,Pharma
2922.50.25,"Aromatic drugs of amino-compounds with oxygen function, nesoi",both,Pharma
2922.50.35,"Aromatic amino-alcohol-phenols, amino-acid- phenols and other amino-compounds with oxygen function described in additional U.S. note 3 to section VI of the HTSUS",both,Pharma
2922.50.40,"Aromatic amino-alcohol-phenols, amino-acid- phenols and other amino-compounds with oxygen function, nesoi",both,Pharma
2922.50.50,"Nonaromatic amino-alcohol-phenols, amino-acid- phenols and other amino-compounds with oxygen function",both,Pharma
2923.10.00,Choline and its salts,both,Pharma
2923.20.10,"Purified egg phospholipids, pharmaceutical grade meeting requirements of the U.S. FDA, for use in intravenous fat emulsion",new,Pharma
2923.20.20,"Lecithins and other phosphoaminolipids, nesoi",both,Pharma
2923.30.00,Tetraethylammonium perfluorooctane sulfonate,new,Pharma
2923.40.00,Didecylmethylammonium perfluorooctane sulfonate,new,Pharma
2923.90.01,"Quaternary ammonium salts and hydroxides, whether or not chemically defined, nesoi",both,Pharma
2924.11.00,Meprobamate (INN),both,Pharma
2924.12.00,"Fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)",new,Pharma
2924.19.11,Acyclic amides (including acyclic carbamates),both,Pharma
2924.19.80,Acyclic amide derivatives and salts thereof; nesoi,both,Pharma
2924.21.16,"Aromatic ureines and their derivatives, nesoi",both,Pharma
2924.21.20,"Aromatic ureines, their derivatives and salts thereof, described in additional U.S. note 3 to section VI of the HTSUS",new,Pharma
2924.21.45,"Aromatic ureines, their derivatives and salts thereof, nesoi",new,Pharma
2924.21.50,Nonaromatic ureines and their derivatives; and salts thereof,both,Pharma
2924.23.70,2-Acetamidobenzoic acid salts described in additional U.S. note 3 to section VI of the HTSUS,new,Pharma
2924.23.75,"2-Acetamidobenzoic acid salts, nesoi",new,Pharma
2924.24.00,Ethinamate (INN),new,Pharma
2924.25.00,Alachlor (ISO),new,Pharma
2924.29.01,"p-Acetanisidide; p-acetoacetatoluidide; 4'-amino-N- methylacetanilide; 2,5-dimethoxyacetanilide; and N- (7-hydroxy-1-naphthyl)acetamide",both,Pharma
2924.29.03,"3,5-Dinitro-o-toluamide",both,Pharma
2924.29.05,"Biligrafin acid; 3,5-diacetamido-2,4,6-triiodobenzoic acid; and metrizoic acid",new,Pharma
2924.29.10,"Acetanilide; N-acetylsulfanilyl chloride; aspartame; and 2-methoxy-5-acetamino-N,N-bis(2- acetoxyethyl)aniline",both,Pharma
2924.29.23,"4-Aminoacetanilide; 2-2-oxamidobis[ethyl-3-(3,5-di- tert-butyl-4-hydroxyphenyl)propionate]; and other specified cyclic amide chemicals",both,Pharma
2924.29.26,3-Aminomethoxybenzanilide,both,Pharma
2924.29.28,"N-[[(4- Chlorophenyl)amino]carbonyl]difluorobenzamide; and 3,5-dichloro-N-(1,1-dimethyl-2- propynyl)benzamide (pronamide)",both,Pharma
2924.29.33,3-Hydroxy-2-naphthanilide; 3-hydroxy-2-naphtho-o- toluidide; 3-hydroxy-2-naphtho-o-anisidine; 3- hydroxy-2-naphtho-o-phenetidide; and other,both,Pharma
2924.29.57,Diethylaminoacetoxylidide (Lidocaine),both,Pharma
2924.29.62,Other aromatic cyclic amides and derivatives for use as drugs,both,Pharma
2924.29.65,5-Bromoacetyl-2-salicylamide,new,Pharma
2924.29.71,"Aromatic cyclic amides and their derivatives, described in additional U.S. note 3 to section VI of the HTSUS, nesoi",both,Pharma
2924.29.77,"Aromatic cyclic amides (including cyclic carbamates), their derivatives and salts thereof, nesoi",both,Pharma
2924.29.80,"2,2-Dimethylcyclopropylcarboxamide",both,Pharma
2924.29.95,"Other nonaromatic cyclic amides, their derivatives and salts thereof; nesoi",both,Pharma
2925.12.00,Glutethimide (INN),both,Pharma
2925.19.42,"Other aromatic imides, their derivatives and salts thereof; nesoi",both,Pharma
2925.19.91,Other non-aromatic imides and their derivatives,both,Pharma
2925.21.00,Chlordimeform (ISO),both,Pharma
2925.29.10,"N'-(4-Chloro-o-tolyl)-N,N-dimethylformamidine; bunamidine hydrochloride; and pentamidine",new,Pharma
2925.29.18,"N,N'-Diphenylguanidine; 3-Dimethyl amino methyleneiminophenol hydrochloride; 1,3-Di-o- tolylguanidine; and N,N-Dimethyl-N'-[3- [[(methylamino) carbonyl]- oxy] phenyl] methanimidamide monohydro- chloride",new,Pharma
2925.29.20,"Aromatic drugs of imines and their derivatives, nesoi",both,Pharma
2925.29.60,"Aromatic imines, their derivatives and salts thereof (excluding drugs), nesoi",both,Pharma
2925.29.70,Tetramethylguanidine,new,Pharma
2925.29.90,"Non-aromatic imines, their derivatives and salts thereof",both,Pharma
2926.30.10,Fenproporex (INN) and its salts,both,Pharma
2926.40.00,alpha-Phenylacetoacetonitrile,both,Pharma
2926.90.14,p-Chlorobenzonitrile and verapamil hydrochloride,both,Pharma
2926.90.30,Other aromatic nitrile-function pesticides,new,
2926.90.43,"Aromatic nitrile-function compounds, nesoi, described in additional U.S. note 3 to section VI of the HTSUS",both,Pharma
2926.90.48,"Aromatic nitrile-function compounds other than those products described in additional U.S. note 3 to section VI of the HTSUS, nesoi",both,Pharma
2926.90.50,"Nonaromatic nitrile-function compounds, nesoi",both,Pharma
2927.00.40,"Diazo-, azo- or azoxy-compounds, nesoi, described in additional U.S. note 3 to section VI of the HTSUS",both,Pharma
2927.00.50,"Other diazo-, azo- or azoxy-compounds, nesoi",both,Pharma
2928.00.10,Methyl ethyl ketoxime,new,Pharma
2928.00.15,Phenylhydrazine,new,Pharma
2928.00.25,Aromatic organic derivatives of hydrazine or of hydroxylamine,both,Pharma
2928.00.30,"Nonaromatic drugs of organic derivatives of hydrazine or of hydroxylamine, other than Methyl ethyl ketoxime",both,Pharma
2928.00.50,"Nonaromatic organic derivatives of hydrazine or of hydroxylamine, nesoi",both,Pharma
2929.90.05,"2,2-Bis(4-cyanatophenyl)-1,1,1,3,3,3,- hexafluoropropane; 2,2-bis(4- cyanatophenyl)propane; 1,1-ethylidenebis(phenyl-4- cyanate); and 2 others",new,Pharma
2929.90.15,"Other aromatic compounds with other nitrogen function, described in additional U.S. note 3 to section VI of the HTSUS",new,Pharma
2929.90.20,"Aromatic compounds with other nitrogen function, nesoi",both,Pharma
2929.90.50,"Nonaromatic compounds with other nitrogen functions, except isocyanates",both,Pharma
2930.10.01,"2-(N,N-Dimethylamino) ethanethiol",new,Pharma
2930.20.10,Aromatic pesticides of thiocarbamates and dithiocarbamates,new,
2930.20.20,"Aromatic compounds of thiocarbamates and dithiocarbamates, excluding pesticides",both,Pharma
2930.20.90,Other non-aromatic thiocarbamates and dithiocarbamates,both,Pharma
2930.30.60,"Thiuram mono-, di- or tetrasulfides, other than tetramethylthiuram monosulfide",both,Pharma
2930.40.00,Methionine,new,Pharma
2930.60.00,"2-(N,N-Diethylamino)ethanethiol",new,Pharma
2930.70.00,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),new,Pharma
2930.90.29,Other aromatic organo-sulfur compounds (excluding pesticides),both,Pharma
2930.90.49,"Nonaromatic organo-sulfur acids, nesoi",both,Pharma
2930.90.92,Other non-aromatic organo-sulfur compounds,both,Pharma
2931.41.00,Dimethyl methylphosphonate,new,Pharma
2931.42.00,Dimethyl propylphosphonate,new,Pharma
2931.43.00,Diethyl ethylphosphonate,new,Pharma
2931.44.00,Methylphosphonic acid,new,Pharma
2931.45.00,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1:1),new,Pharma
2931.46.00,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",new,Pharma
2931.47.00,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan- 5-yl) methyl methyl methylphosphonate",new,Pharma
2931.48.00,"3,9-Dimethyl-2,4,8,10-tetraoxa-3,9-diphosphaspiro [5.5] undecane 3,9-dioxide",new,Pharma
2931.49.00,Other non-halogenated organo-phosphorous derivatives,both,Pharma
2931.51.00,Methylphosphonic dichloride,new,Pharma
2931.52.00,Propylphosphonic dichloride,new,Pharma
2931.53.00,O-(3-chloropropyl) O-[4-nitro-3- (trifluoromethyl)phenyl] methylphosphonothionate,both,Pharma
2931.54.00,Trichlorfon (ISO),new,Pharma
2931.59.00,Other halogenated organo-phosphorous derivatives,new,Pharma
2931.90.22,Drugs of aromatic organo-inorganic compounds,both,Pharma
2931.90.30,"Aromatic organo-inorganic compounds, nesoi, described in additional U.S. note 3 to section VI of the HTSUS",new,Pharma
2931.90.60,Other aromatic organo-inorganic compounds (excluding products described in additional U.S. note 3 to section VI of the HTSUS),new,Pharma
2931.90.90,Other non-aromatic organo-inorganic compounds,both,Pharma
2932.11.00,Tetrahydrofuran,new,Pharma
2932.14.00,Sucralose,both,Pharma
2932.19.10,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, containing an unfused furan ring, nesoi",new,Pharma
2932.19.51,Nonaromatic compounds containing an unfused furan ring (whether or not hydrogenated) in the ring,both,Pharma
2932.20.05,"Coumarin, methylcoumarins and ethylcoumarins",new,Pharma
2932.20.20,Aromatic drugs of lactones,both,Pharma
2932.20.25,4-Hydroxycoumarin,new,Pharma
2932.20.30,"Aromatic lactones, nesoi, described in additional U.S. note 3 to section VI of the HTSUS",both,Pharma
2932.20.45,"Aromatic lactones, nesoi",new,Pharma
2932.20.50,Nonaromatic lactones,both,Pharma
2932.95.00,Tetrahydrocannabinols (all isomers),new,Pharma
2932.99.04,"2,2-Dimethyl-1,3-benzodioxol-4-yl methylcarbamate (Bendiocarb)",new,Pharma
2932.99.08,"2-Ethoxy-2,3-dihydro-3,3-dimethyl-5- benzofuranylmethanesulfonate",new,Pharma
2932.99.21,"Aromatic pesticides of heterocyclic compounds with oxygen hetero-atom(s) only, nesoi",new,Pharma
2932.99.32,Benzofuran (Coumarone); and Dibenzofuran (Diphenylene oxide),new,Pharma
2932.99.35,2-Hydroxy-3-dibenzofurancarboxylic acid,new,Pharma
2932.99.39,Benzointetrahydropyranyl ester; and Xanthen-9-one,new,Pharma
2932.99.55,Bis-O-[(4-methylphenyl)methylene]-D-glucitol (Dimethylbenzylidene sorbitol); and Rhodamine 2C base,new,Pharma
2932.99.61,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, described in additional U.S. note 3 to section VI of the HTSUS, nesoi",both,Pharma
2932.99.70,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, nesoi",both,Pharma
2932.99.90,"Nonaromatic heterocyclic compounds with oxygen hetero-atom(s) only, nesoi",both,Pharma
2933.11.00,Phenazone (Antipyrine) and its derivatives,both,Pharma
2933.19.08,3-(5-Amino-3-methyl-1H-pyrazol-1- yl)benzenesulfonic acid; amino-J-pyrazolone; and another 12 specified chemicals,new,Pharma
2933.19.23,Aromatic or modified aromatic pesticides containing an unfused pyrazole ring (whether or not hydrogenated) in the structure,new,
2933.19.35,"Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring",both,Pharma
2933.19.37,"Aromatic or modified aromatic compounds, described in additional U.S. note 3 to section VI of the HTSUS, containing an unfused pyrazole ring (whether or not hydrogenated) in the structure",new,Pharma
2933.19.43,"Aromatic or modified aromatic compounds (excluding products described in additional U.S. note 3 to section VI of the HTSUS), containing an unfused pyrazole ring in the structure",new,Pharma
2933.19.45,"Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring",both,Pharma
2933.19.90,Other compounds (excluding aromatic or modified aromatic compounds and drugs) containing an unfused pyrazole ring (whether or not hydrogenated) in the structure,both,Pharma
2933.21.00,Hydantoin and its derivatives,both,Pharma
2933.29.05,1-[1-((4-Chloro-2-(trifluoromethyl)phenyl)imino)-2- propoxyethyl]-1H-imidazole (triflumizole); and Ethylene thiourea,both,Pharma
2933.29.10,2-Phenylimidazole,new,Pharma
2933.29.20,"Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused imidazole ring",both,Pharma
2933.29.35,"Aromatic or modified aromatic goods, described in additional U.S. note 3 to section VI of the HTSUS, containing an unfused imidazole ring (whether or not hydrogenated) in structure",both,Pharma
2933.29.43,Aromatic or modified aromatic goods containing an unfused imidazole ring (whether or not hydrogenated) in the structure (excluding products described in additional U.S. note 3 to section VI of the HTSUS),both,Pharma
2933.29.45,"Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused imidazole ring, nesoi",both,Pharma
2933.29.60,Imidazole,both,Pharma
2933.29.90,"Other compounds (excluding drugs, aromatic and modified aromatic compounds) containing an unfused imidazole ring (whether or not hydrogenated)",both,Pharma
2933.31.00,Pyridine and its salts,new,Pharma
2933.33.01,"Alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), difenoxin (INN), and other specified INNs; salts thereof",both,Pharma
2933.34.00,"Other fentanyls and their derivatives, containing an unfused pyrazole ring",both,Pharma
2933.35.00,3-Quinuclidinol,both,Pharma
2933.36.00,4-Anilino-N-phenethylpiperidine (ANPP),new,Pharma
2933.37.00,N-Phenethyl-4-piperidone (NPP),both,Pharma
2933.39.08,"1-(3-Sulfapropyl)pryidinium hydroxide; N,N- bis(2,2,6,6-tetramethyl-4-piperidinyl)-1,6- hexanediamine; and 5 other specified chemicals",both,Pharma
2933.39.10,"Collidines, lutidines and picolines",both,Pharma
2933.39.20,"p-Chloro-2-benzylpyridine and other specified heterocyclic compounds, with nitrogen hetero- atom(s) only, containing an unfused pyridine ring",both,Pharma
2933.39.21,"Fungicides of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring",both,Pharma
2933.39.23,o-Paraquat dichloride,both,Pharma
2933.39.25,"Herbicides nesoi, of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring",both,Pharma
2933.39.27,"Pesticides nesoi, of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring",both,Pharma
2933.39.31,"Psychotherapeutic agents of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring, nesoi",both,Pharma
2933.39.41,"Drugs containing an unfused pyridine ring (whether or not hydrogenated) in the structure, nesoi",both,Pharma
2933.39.61,"Heterocyclic compounds with nitrogen hetero- atom(s) only, containing an unfused pyridine ring, described in additional U.S. note 3 to section VI of the HTSUS",both,Pharma
2933.39.92,"Heterocyclic compounds with nitrogen hetero- atom(s) only, containing an unfused pyridine ring, nesoi",both,Pharma
2933.41.00,Levorphenol (INN) and its salts,both,Pharma
2933.49.08,"4,7-Dichloroquinoline",both,Pharma
2933.49.10,"Ethoxyquin (1,2-Dihydro-6-ethoxy-2,2,4- trimethylquinoline)",both,Pharma
2933.49.15,8-Methylquinoline and Isoquinoline,both,Pharma
2933.49.17,"Ethyl ethyl-6,7,8-trifluoro-1,4-dihydro-4-oxo-3- quinoline carboxylate",both,Pharma
2933.49.20,5-Chloro-7-iodo-8-quinolinol (Iodochlorhydroxyquin); Decoquinate; Diiodohydroxyquin; and Oxyquinoline sulfate,both,Pharma
