HS Code,Description,New or Existing,Applies To,Scope Limitation
0106.19.91,"Live mammals, nesoi",New,Indonesia,
0106.20.00,Live reptiles (including snakes and turtles),New,Indonesia,
0106.32.00,"Live psittaciformes birds (including parrots, parakeets, macaws and cockatoos)",New,Indonesia,
0106.39.01,"Live birds, other than poultry, birds of prey or psittaciformes birds",New,Indonesia,
0106.90.01,"Live animals other than mammals, reptiles, insects, and birds",New,Indonesia,
0208.50.00,"Meat and edible meat offal of reptiles, fresh, chilled or frozen",New,Indonesia,
0208.90.25,"Frog legs, fresh, chilled or frozen",New,Indonesia,
0410.10.00,Edible insects,New,Indonesia,
0501.00.00,"Human hair, unworked, whether or not washed or scoured; waste of human hair",New,Indonesia,
0510.00.40,Cantharides; bile; glands and other animal products nesoi used in pharmaceutical products,New,Indonesia,
0601.10.15,"Tulip bulbs, dormant",New,Indonesia,
0601.10.30,"Hyacinth bulbs, dormant",New,Indonesia,
0601.10.45,"Lily bulbs, dormant",New,Indonesia,
0601.10.60,"Narcissus bulbs, dormant",New,Indonesia,
0601.10.75,"Crocus corms, dormant",New,Indonesia,
0601.10.90,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, nesoi, dormant",New,Indonesia,
0601.20.90,"Bulbs nesoi, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",New,Indonesia,
0602.40.00,"Roses, grafted or not",New,Indonesia,
0602.90.20,Live orchid plants,New,Indonesia,
0602.90.30,"Live herbaceous perennials, other than orchid plants, with soil attached to roots",New,Indonesia,
0602.90.60,"Other live plants nesoi, with soil attached to roots",New,Indonesia,
0603.11.00,"Sweetheart, spray and other roses, fresh cut",New,Indonesia,
0603.12.30,"Miniature (spray) carnations, fresh cut",New,Indonesia,
0603.12.70,"Other Carnations, fresh cut",New,Indonesia,
0603.13.00,"Orchids, fresh cut",New,Indonesia,
0603.14.00,"Chrysanthemums, fresh cut",New,Indonesia,
0603.15.00,Fresh cut lilies (Lillium spp.),New,Indonesia,
0603.19.01,"Fresh cut, anthuriums, alstroemeria, gypsophilia, lilies, snapdragons and other flowers nesoi",New,Indonesia,
0603.90.00,"Cut flowers and flower buds, suitable for bouquets or ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared",New,Indonesia,
0604.20.00,"Fresh foliage, branches, and other parts of plants, without flowers or buds, suitable for bouquets or ornamental purposes",New,Indonesia,
0604.90.10,Mosses and lichens suitable for bouquets or ornamental purposes,New,Indonesia,
0604.90.30,"Dried or bleached foliage, branches, and other parts of plants for bouquets or ornamental purposes, except mosses and lichens",New,Indonesia,
0604.90.60,"Other than fresh, bleached or dried: Foliage, branches, parts of plants and grasses, suitable for bouquets or ornamental purposes, except mosses and lichen",New,Indonesia,
1207.10.00,Palm nuts and kernels,New,Indonesia,
1211.30.00,"Coca leaf, of a kind used in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes",New,Indonesia,
1211.90.60,"Tonka beans, of a kind used in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes",New,Indonesia,
1212.21.00,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human consumption",New,Indonesia,
1212.29.00,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, other than for human consumption",New,Indonesia,
1302.19.91,"Aloe, Tasmanian pepper, coconut and centella",New,Indonesia,Ex
1302.31.00,Agar-agar,New,Indonesia,
1302.32.00,"Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds",New,Indonesia,
1401.10.00,"Bamboos, of a kind used primarily for plaiting",New,Indonesia,
1401.20.20,"Rattans, in the rough or cut transversely into sections, of a kind used primarily for plaiting",New,Indonesia,
1401.20.40,"Rattans, other than those in the rough or cut transversely into sections, of a kind used primarily for plaiting",New,Indonesia,
1404.90.30,Istle of a kind used primarily in brooms or brushes,New,Indonesia,
1404.90.40,"Piassava, couch-grass and other vegetable materials nesoi, of a kind used primarily in brooms or brushes",New,Indonesia,
1511.10.00,"Palm oil, crude, and its fractions, whether or not refined, not chemically modified",New,Indonesia,
1511.90.00,"Palm oil, other than crude, and its fractions, whether or not refined, but not chemically modified",New,Indonesia,
1513.21.00,"Palm kernel oil or babassu oil, crude, and their fractions, not chemically modified",New,Indonesia,
1513.29.00,"Palm kernel oil or babassu oil, other than crude, and their fractions, whether or not refined, but not chemically modified",New,Indonesia,
1515.30.00,"Castor oil and its fractions, whether or not refined, but not chemically modified",New,Indonesia,
1515.90.21,"Nut oils, whether or not refined, not chemically modified",New,Indonesia,
1515.90.60,"Jojoba oil and its fractions, whether or not refined, not chemically modified",New,Indonesia,
2102.20.60,"Single-cell micro-organisms, dead, excluding yeasts (but not including vaccines of heading 3002)",New,Indonesia,
2306.50.00,"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, of coconut or copra",New,Indonesia,
3301.19.51,"Essential oils of citrus fruit, other, nesoi",New,Indonesia,
3301.29.10,Essential oils of eucalyptus,New,Indonesia,
3301.30.00,Resinoids,New,Indonesia,
3823.11.00,Stearic acid,New,Indonesia,
3823.12.00,Oleic acid,New,Indonesia,
3823.19.20,"Industrial monocarboxylic fatty acids or acid oils from refining derived from coconut, palm-kernel, or palm oil",New,Indonesia,
3823.70.40,"Industrial fatty alcohols, other than oleyl, derived from fatty substances of animal or vegetable origin",New,Indonesia,
4403.41.00,"Wood in the rough or roughly squared, of Dark Red Meranti, Light Red Meranti or Meranti Bakau, not treated with paint, stain, creosote, or other preservatives",New,Indonesia,
4409.22.05,"Nonconiferous tropical wood continuously shaped along any ends, whether or not also continuously shaped along any edges or faces",New,Indonesia,
4409.22.10,"Nonconiferous tropical wood siding, whether or not continuously shaped along its edges or faces but not its ends",New,Indonesia,
4409.22.25,"Nonconiferous tropical wood flooring, whether or not continuously shaped along its edges or faces but not its ends",New,Indonesia,
4409.22.40,"Nonconiferous tropical wood standard moldings, whether or not continuously shaped along its edges or faces but not its ends",New,Indonesia,
4409.22.50,"Other nonconiferous tropical wood moldings, whether or not continuously shaped along its edges or faces but not its ends",New,Indonesia,
4409.22.60,"Plain nonconiferous tropical wood dowel rods, whether or not continuously shaped along its edges or faces but not its ends",New,Indonesia,
4409.22.65,"Nonconiferous tropical wood dowel rods, sanded, grooved or otherwise advanced in condition, whether or not continuously shaped along its edges or faces but not its ends",New,Indonesia,
4409.22.90,"Other nonconiferous tropical wood, whether or not continuously shaped along its edges or faces but not its ends",New,Indonesia,
4412.31.06,"Plywood sheets not over 6 mm thick, tropical wood outer ply, birch face ply, not surface covered beyond clear or transparent",New,Indonesia,
4412.31.26,"Plywood sheets not over 6 mm thick, tropical wood outer ply, Spanish cedar or walnut face ply, not surface covered beyond clear or transparent",New,Indonesia,
4412.31.42,"Plywood sheets not over 6 mm thick, tropical wood outer ply, with mahogany face ply, not surface covered beyond clear or transparent",New,Indonesia,
4412.31.45,"Plywood sheets not over 3.6 mm thick, exceeding 1.2 m width and 2.2 m length, tropical wood outer ply, not mahogany face ply, not surface covered beyond clear or transparent",New,Indonesia,
4412.31.48,"Plywood sheets not over 3.6 mm thick, tropical wood outer ply, not mahogany face ply, not surface covered beyond clear or transparent, nesoi",New,Indonesia,
4412.31.52,"Plywood sheets not over 6 mm thick, tropical wood nesoi outer ply, with face ply nesoi, not surface covered beyond clear or transparent",New,Indonesia,
4412.31.61,"Plywood sheets not over 6 mm thick, with certain specified tropical wood outer ply, surface covered beyond clear or transparent",New,Indonesia,
4412.31.92,"Plywood sheets not over 6 mm thick, tropical wood nesoi at least one outer ply, surface covered beyond clear or transparent",New,Indonesia,
4412.41.00,Laminated veneered lumber with outer ply of tropical wood,New,Indonesia,
4412.51.10,"Blockboard, laminboard and battenboard of plywood nesoi, outer ply of tropical wood, not surface covered beyond clear or transparent, with face ply of birch",New,Indonesia,
4412.51.31,"Blockboard, laminboard and battenboard of plywood nesoi, outer ply of tropical wood, not surface covered beyond clear or transparent, not with face ply of birch",New,Indonesia,
4412.51.41,"Blockboard, laminboard and battenboard of plywood nesoi, outer ply of tropical wood, surface covered other than clear or transparent",New,Indonesia,
4412.51.51,"Blockboard, laminboard and battenboard other than of plywood nesoi, outer ply of tropical wood",New,Indonesia,
4412.91.06,"Not blockboard, laminboard or battenboard, outer ply of tropical wood, containing particle board",New,Indonesia,
4412.91.10,"Not blockboard, laminboard or battenboard, plywood with outer ply of tropical wood, no particle board, not surface covered beyond clear or transparent, with face ply of birch",New,Indonesia,
4412.91.31,"Not blockboard, laminboard or battenboard, plywood with outer ply of tropical wood, no particle board, not surface covered beyond clear or transparent, not with face ply of birch",New,Indonesia,
4412.91.41,"Not blockboard, laminboard or battenboard, plywood with outer ply of tropical wood, surface covered beyond clear or transparent",New,Indonesia,
4412.91.51,"Not blockboard, laminboard or battenboard, veneered panels and similar laminated wood with outer ply of tropical wood, nesoi",New,Indonesia,
4501.10.00,"Natural cork, raw or simply prepared",New,Indonesia,
4501.90.20,Waste cork,New,Indonesia,
4501.90.40,"Crushed, granulated or ground cork",New,Indonesia,
4502.00.00,"Natural cork, debacked or roughly squared or in rectangular blocks, plates, sheets or strip (including sharp-edged blanks for corks or stoppers)",New,Indonesia,
4503.10.20,"Corks and stoppers of natural cork, tapered and of a thickness (or length) greater than the maximum diameter, not over 19mm maximum diameter",New,Indonesia,
4503.10.30,"Corks and stoppers wholly of natural cork, tapered and of a thickness (or length) greater than the maximum diameter, over 19mm maximum diameter",New,Indonesia,
4503.10.40,"Corks and stoppers of natural cork, tapered and of a thickness (or length) greater than the maximum diameter, over 19mm maximum diameter, nesoi",New,Indonesia,
4503.10.60,"Corks and stoppers of natural cork, of a thickness (or length) not greater than the maximum diameter",New,Indonesia,
4503.90.20,"Disks, wafers and washers of natural cork",New,Indonesia,
4503.90.40,"Natural cork wallcoverings, backed with paper or otherwise reinforced",New,Indonesia,
4503.90.60,"Articles of natural cork, other than corks and stoppers",New,Indonesia,
4504.10.10,Vulcanized sheets and slabs wholly of agglomerated ground or pulverized cork and rubber,New,Indonesia,
4504.10.20,"Insulation of compressed agglomerated cork, coated or not coated",New,Indonesia,
4504.10.30,Floor coverings of agglomerated cork,New,Indonesia,
4504.10.40,"Agglomerated cork wallcoverings, backed with paper or otherwise reinforced",New,Indonesia,
4504.10.45,"Agglomerated cork stoppers, not tapered, wholly of cork, of a thickness (or length) greater than the maximum diameter",New,Indonesia,
4504.10.47,"Corks, stoppers, disks, wafers and washers of agglomerated cork, nesoi",New,Indonesia,
4504.10.50,"Blocks, plates, sheets and strip; tiles of any shape; solid cylinder; all the foregoing of cork; all the foregoing, nesoi",New,Indonesia,
4504.90.00,"Agglomerated cork and articles of cork, nesoi",Existing,Indonesia,
4601.22.40,"Woven or partly assembled materials of rattan for mats, matting and screens",New,Indonesia,
4601.22.80,Rattan floor coverings,New,Indonesia,
4601.22.90,"Mats, matting and screens of rattan, nesoi",New,Indonesia,
4601.29.40,"Woven or partly assembled materials of willow for mats, matting and screens",New,Indonesia,
4601.93.01,"Rattan webbing for mats, matting and screens",New,Indonesia,
4601.93.05,"Plaits of rattan and similar products of such plaiting materials, whether or not assembled into strips",New,Indonesia,
4601.93.20,Products of rattan other than plaits and similar products such as plaiting materials.,New,Indonesia,
